User SID,Item,Region,Actual QTY,Account ID,Account Name,Service ID,Service Name,Warnings,How to fix
003648,REDISaaS (Shared),jpe2,6,1c11290c-aaf8-568b-9cff-a411d6b08a64,Sixth Sense India (Subsidiary Capitalizable),002428,RWASP Redis Service,New account consuming this service,Please check if usage on this new account is expected.
000022,REDISaaS (Shared),jpe2,12,22381dcf-3d7b-5ff4-a771-9476dd21198d,R-Karte,002428,RWASP Redis Service,,
001047,REDISaaS (Shared),jpe2,12,25fcf222-f6c1-5408-94a7-d1320a81dca5,RPay,002428,RWASP Redis Service,,
001047,REDISaaS (Shared),jpw1,6,25fcf222-f6c1-5408-94a7-d1320a81dca5,RPay,002428,RWASP Redis Service,,
003023,Redis Baremetal Host (old generation),jpe1,12,2771d66d-3a95-5f93-bae1-1fc06f25f104,[RMSx]Global Common,002428,RWASP Redis Service,,
003023,Redis Baremetal Host (old generation),jpe2,3,2771d66d-3a95-5f93-bae1-1fc06f25f104,[RMSx]Global Common,002428,RWASP Redis Service,,
003023,REDISaaS (Shared),jpe2,6,2771d66d-3a95-5f93-bae1-1fc06f25f104,[RMSx]Global Common,002428,RWASP Redis Service,,
003681,Redis Baremetal Host (old generation),jpe2,3,27c42ae7-7c2f-5799-b66d-cd09e935d32d,Global Catalogue Platform (JP region) (Subsidiary Capitalizable),002428,RWASP Redis Service,,
009244,Redis Baremetal Host (old generation),jpe1,6,2a98307d-9d5b-5623-8af7-5caa4d693d7c,<<Global Ichiba Business_Core XU Overhead Service>>,002428,RWASP Redis Service,,
000909,Redis Baremetal Host (old generation),jpe2,3,2b56ee57-bccb-589a-b0e6-d26a8d70c7b6,CartAPI,002428,RWASP Redis Service,,
000896,Redis Baremetal Host (old generation),jpe2,3,2ceed6f7-f9ca-50f7-91b0-06bcd80e479d,MP Point Gallery [PNG] (Subsidiary Capitalizable),002428,RWASP Redis Service,,
000896,REDISaaS (Shared),jpe2,6,2ceed6f7-f9ca-50f7-91b0-06bcd80e479d,MP Point Gallery [PNG] (Subsidiary Capitalizable),002428,RWASP Redis Service,,
000896,REDISaaS (Shared),jpw2,6,2ceed6f7-f9ca-50f7-91b0-06bcd80e479d,MP Point Gallery [PNG] (Subsidiary Capitalizable),002428,RWASP Redis Service,,
003837,REDISaaS (Shared),jpe2,12,33ebcf97-23d5-5e75-88e6-e78e215eba4a,[Edy]Operation and maintenance(CPD),002428,RWASP Redis Service,,
003627,REDISaaS (Shared),jpe2,12,34f06f2b-bc7d-5091-95a2-e764b0784101,New car Sales,002428,RWASP Redis Service,,
000911,Redis Baremetal Host,jpe1,3,36a677ff-5df9-50be-b188-947696eb791a,JPN-Shopping STEP(JPN),002428,RWASP Redis Service,,
000911,Redis Baremetal Host,jpe2,3,36a677ff-5df9-50be-b188-947696eb791a,JPN-Shopping STEP(JPN),002428,RWASP Redis Service,,
000911,REDISaaS (Shared),jpe2,6,36a677ff-5df9-50be-b188-947696eb791a,JPN-Shopping STEP(JPN),002428,RWASP Redis Service,,
003801,Redis Baremetal Host (old generation),jpe2,3,37e9eed8-9b4d-5d80-8ece-2edec43894a8,Rakuten Super DB Development,002428,RWASP Redis Service,,
002853,Redis Baremetal Host,jpe2,3,3b610d6f-6b85-5715-a251-136a4827a9f9,CDN_Image Delivery,002428,RWASP Redis Service,,
000076,REDISaaS (Shared),jpe2,18,3c636fc9-cc24-561c-893e-90abb661597e,MP Rakuten Affiliate for JP [JAFF] (Subsidiary Capitalizable),002428,RWASP Redis Service,,
001381,Redis Baremetal Host,jpe2,3,3d2ea665-16b6-5cfd-bfe5-1777619fd942,Lucky Slot,002428,RWASP Redis Service,,
000843,REDISaaS (Shared),jpe2,12,3e2131af-bbbc-5b6c-a49d-bc20ed6316ad,ShortURL Platform,002428,RWASP Redis Service,Account usage exceeds 12 month max abs diff,Please check if the change in usage is as expected.
001865,REDISaaS (Shared),jpe1,12,40281ec2-d39c-5999-a638-b9a5100ad523,[ProSports]Eagles Fan Club System,002428,RWASP Redis Service,New account consuming this service,Please check if usage on this new account is expected.
004049,REDISaaS (Shared),jpe2,12,4ae62fdb-3f2d-5ccc-b9e4-b3495171b414,ROOM Influencer Management,002428,RWASP Redis Service,,
000056,REDISaaS (Shared),jpe2,156,4bf9ea34-0ae0-52a3-8bb4-868d0c72deda,Notifier,002428,RWASP Redis Service,,
002586,REDISaaS (Shared),jpe1,12,4d46f496-ba4a-53e9-a9d8-cccf493eb623,Cloud Core Dev,002428,RWASP Redis Service,,
002007,Redis Baremetal Host (old generation),jpe2,16,4f92525c-ec92-5ca1-a232-e80125256279,R-Item,002428,RWASP Redis Service,,
002007,REDISaaS (Shared),jpe2,84,4f92525c-ec92-5ca1-a232-e80125256279,R-Item,002428,RWASP Redis Service,,
000766,REDISaaS (Shared),jpe2,6,50846cd2-344f-5470-a3af-163c338b7727,MP GPAI,002428,RWASP Redis Service,,
000766,REDISaaS (Shared),jpw1,6,50846cd2-344f-5470-a3af-163c338b7727,MP GPAI,002428,RWASP Redis Service,,
004393,REDISaaS (Shared),jpe2,6,50c8c65b-0748-56e4-97b5-60caa3f85714,Reserve History,002428,RWASP Redis Service,,
000072,REDISaaS (Shared),jpc1,24,51612290-defe-511f-af1e-56456d62a728,Bookmark,002428,RWASP Redis Service,,
000072,REDISaaS (Shared),jpe2,48,51612290-defe-511f-af1e-56456d62a728,Bookmark,002428,RWASP Redis Service,,
003721,REDISaaS (Shared),jpe2,6,5171f67a-a269-51a0-8f3b-f6533ab056cc,Cost for 2861 Web Service Center & Public Ichiba API (CA),002428,RWASP Redis Service,,
004409,REDISaaS (Shared),jpe2,6,5384bb63-81f6-5521-bdea-2930eece96db,BPR for common,002428,RWASP Redis Service,,
007344,REDISaaS (Shared),jpc1,6,54017706-01a2-5f60-aae2-320cd1fc1272,<<First Party Data Analytics & Platform Group Overhead Service>>,002428,RWASP Redis Service,,
007987,REDISaaS (Shared),jpe2,18,56f97d8c-e793-5393-801a-14603d6f5899,Oshiraku,002428,RWASP Redis Service,,
007987,REDISaaS (Shared),jpw1,6,56f97d8c-e793-5393-801a-14603d6f5899,Oshiraku,002428,RWASP Redis Service,,
000758,Redis Baremetal Host,jpe2,46,57726105-76ba-5ec2-8617-6f0fca14d465,basketAPI,002428,RWASP Redis Service,,
000758,REDISaaS (Shared),jpe2,12,57726105-76ba-5ec2-8617-6f0fca14d465,basketAPI,002428,RWASP Redis Service,,
000161,Redis Baremetal Host (old generation),jpe2,3,5a37d99f-1c0b-5f2f-9569-02fb6311ca77,Ichiba Item Page,002428,RWASP Redis Service,,
004680,REDISaaS (Shared),jpe2,12,5c889b1e-f79e-5421-9237-52e163e6e286,Campaign Entry Tool,002428,RWASP Redis Service,,
003844,REDISaaS Dedicated Basic(BM),jpe2,3,5d3ed44d-81dd-53e4-bb99-bf8dc623f60e,Neuralyzer,002428,RWASP Redis Service,New account consuming this service,Please check if usage on this new account is expected.
002740,REDISaaS (Shared),jpe2,18,5dff7acb-84d9-5c61-b04a-14026ef4d484,BOSS for Ichiba,002428,RWASP Redis Service,,
003513,Redis Baremetal Host,jpe2,5,657bbd80-63f3-52bc-9b2e-b40b2a414083,Email Services,002428,RWASP Redis Service,,
003513,REDISaaS (Shared),jpe2,72,657bbd80-63f3-52bc-9b2e-b40b2a414083,Email Services,002428,RWASP Redis Service,,
004104,REDISaaS (Shared),jpe2,12,69822608-4866-534d-ab72-23a37bf7a859,Rakuten Ticket,002428,RWASP Redis Service,,
002966,REDISaaS (Shared),jpe2,6,6d3032d6-3068-5a1d-baa2-b4b27d0a726e,Data Platform Utilization Service,002428,RWASP Redis Service,,
003427,REDISaaS (Shared),jpe2,18,6e43b5bf-6fca-534d-adbe-e887310a550e,[BDD]Infra for Advertisement,002428,RWASP Redis Service,,
000792,REDISaaS (Shared),jpe2,30,6e5567e8-f7ef-52c4-b09b-bacce7731d3e,Product Master,002428,RWASP Redis Service,,
003527,Redis Baremetal Host (old generation),jpe1,3,702e1940-ceac-5bbc-9b1d-1115b1b6a1bb,Coupon Platform (IPSG)(Subsidiary Capitalizable),002428,RWASP Redis Service,,
002284,REDISaaS (Shared),jpe2,12,73901994-774d-5e59-8f48-e1e60e801190,Rakuten Books Dashboard (Books78 Kobo22),002428,RWASP Redis Service,,
001654,REDISaaS (Shared),jpe2,12,73aac5c5-a3d7-5d8c-bbc5-fa8cc431d06a,MP Moraeru-mall management,002428,RWASP Redis Service,,
001438,REDISaaS (Shared),jpe1,6,75fe559c-be9b-57df-b2f4-d412db3da72c,KEIRIN Service,002428,RWASP Redis Service,,
003624,REDISaaS (Shared),jpe2,18,7976e6d0-7f2a-593e-a8d8-2c0c8fda53ad,RakutenPay(mPOS),002428,RWASP Redis Service,,
003746,REDISaaS (Shared),jpe2,12,7a463bbf-22f6-5852-b2c4-3c7a56ae28a4,NFT Service,002428,RWASP Redis Service,,
003746,REDISaaS (Shared),jpw1,6,7a463bbf-22f6-5852-b2c4-3c7a56ae28a4,NFT Service,002428,RWASP Redis Service,,
000890,REDISaaS (Shared),jpe2,12,7bb8d7cd-fb5c-5019-a061-98fd57e8f26d,Taxonomy Management,002428,RWASP Redis Service,,
004167,REDISaaS (Shared),jpe2,6,7c752349-4b8c-519a-86a9-2a1507207ab8,[CITD-BA] BPIG Tools,002428,RWASP Redis Service,,
004167,REDISaaS (Shared),jpw1,12,7c752349-4b8c-519a-86a9-2a1507207ab8,[CITD-BA] BPIG Tools,002428,RWASP Redis Service,,
002466,REDISaaS (Shared),jpe2,36,7dd94201-5503-5a05-bc5c-ad271a80e30e,Rakuten Denki,002428,RWASP Redis Service,,
000995,Redis Baremetal Host (old generation),jpe1,3,7e1c576b-320f-56f8-8a4e-ee3f035123b2,Rakuten Beauty,002428,RWASP Redis Service,,
000995,REDISaaS (Shared),jpe1,6,7e1c576b-320f-56f8-8a4e-ee3f035123b2,Rakuten Beauty,002428,RWASP Redis Service,,
000995,REDISaaS (Shared),jpe2,12,7e1c576b-320f-56f8-8a4e-ee3f035123b2,Rakuten Beauty,002428,RWASP Redis Service,,
001730,REDISaaS (Shared),jpe2,18,7e476e65-3ca6-514a-9f64-4505adbe6ad8,POC TooL,002428,RWASP Redis Service,,
006674,Redis Baremetal Host (old generation),jpe1,6,829bc38d-bc4c-5566-b961-a92ecbb85038,<<Business Process Standardization Group Overhead Service>>,002428,RWASP Redis Service,,
006674,Redis Baremetal Host (old generation),jpe2,4,829bc38d-bc4c-5566-b961-a92ecbb85038,<<Business Process Standardization Group Overhead Service>>,002428,RWASP Redis Service,,
003838,REDISaaS (Shared),jpe2,30,83f354cd-2d31-574b-86da-36b169675df6,Rakuten Cash(CPD),002428,RWASP Redis Service,,
003838,REDISaaS (Shared),jpw1,12,83f354cd-2d31-574b-86da-36b169675df6,Rakuten Cash(CPD),002428,RWASP Redis Service,,
003838,REDISaaS (Shared),jpw2,6,83f354cd-2d31-574b-86da-36b169675df6,Rakuten Cash(CPD),002428,RWASP Redis Service,,
000704,REDISaaS (Shared),jpe2,18,86743eb9-9316-5a95-915c-bc594af20d63,MP Lead Generation Service,002428,RWASP Redis Service,,
004028,REDISaaS (Shared),jpw1,12,883cc8b1-0fc3-59b8-9bd5-f54065711ed1,Travel Data Pipeline Service,002428,RWASP Redis Service,,
000705,REDISaaS (Shared),jpe2,12,907cf847-96cc-5b27-8487-14bccdecac38,[TRV] Domestic Platform Development,002428,RWASP Redis Service,,
000705,REDISaaS Dedicated Basic(BM),jpe1,3,907cf847-96cc-5b27-8487-14bccdecac38,[TRV] Domestic Platform Development,002428,RWASP Redis Service,,
000760,REDISaaS (Shared),euc1,12,95cee9a7-59f5-50b2-b05e-e337b9c1ff17,Global Recommendation Platform,002428,RWASP Redis Service,New account consuming this service,Please check if usage on this new account is expected.
002856,REDISaaS (Shared),jpc1,60,99131b43-7ee9-5e7c-9659-dd43d6e73890,API Catalogue,002428,RWASP Redis Service,,
002856,REDISaaS (Shared),jpe2,84,99131b43-7ee9-5e7c-9659-dd43d6e73890,API Catalogue,002428,RWASP Redis Service,,
003823,REDISaaS (Shared),jpe2,12,9d9451f9-2a72-5b7f-9839-d5f59e6ea8a6,Digital Flyer,002428,RWASP Redis Service,,
001036,REDISaaS (Shared),jpe2,12,9e148cb8-96f6-5d43-b7f6-14b98da02c16,[Kobo Japan] Development,002428,RWASP Redis Service,,
000787,REDISaaS (Shared),jpc1,6,9e94c704-a9e6-52f8-b899-dde1d688ba24,Rakuten toto Sales,002428,RWASP Redis Service,,
000787,REDISaaS (Shared),jpe2,18,9e94c704-a9e6-52f8-b899-dde1d688ba24,Rakuten toto Sales,002428,RWASP Redis Service,,
003821,REDISaaS (Shared),jpe2,30,a0fd2775-e748-5b49-85cd-1c3e22938cee,Customer Support Operation Tool,002428,RWASP Redis Service,,
000078,REDISaaS (Shared),jpe2,12,a64a2f40-40cd-587d-8727-ba28f458495f,ID Service,002428,RWASP Redis Service,,
000078,REDISaaS (Shared),jpw1,12,a64a2f40-40cd-587d-8727-ba28f458495f,ID Service,002428,RWASP Redis Service,,
003923,Redis Baremetal Host (old generation),jpe2,3,abaa2eae-3b89-51f9-9649-9f679ca4dc66,SOK Redis Cluster,002428,RWASP Redis Service,,
000115,REDISaaS (Shared),jpe2,30,ad2851e3-c9da-5910-b70d-1322f03daee5,BOOKS contents,002428,RWASP Redis Service,,
004631,REDISaaS (Shared),jpe2,12,b2688e61-ee08-5819-9d08-5c7434b80b44,Rakuten Kakeibo,002428,RWASP Redis Service,,
003479,REDISaaS (Shared),jpe2,12,b42982fc-4e7d-5336-8e91-8fe824113eb9,"[OneCloud User] PCC_10911P6W00 ※Rakuten Insurance Planning Co.,Ltd._6W",002428,RWASP Redis Service,,
003479,REDISaaS (Shared),jpw2,6,b42982fc-4e7d-5336-8e91-8fe824113eb9,"[OneCloud User] PCC_10911P6W00 ※Rakuten Insurance Planning Co.,Ltd._6W",002428,RWASP Redis Service,,
002421,REDISaaS (Shared),jpe2,6,b5421f61-eb62-5992-9a1e-085af455ef03,MP RMP-For Brands-CMS [RDB] (Subsidiary Capitalizable),002428,RWASP Redis Service,,
004377,REDISaaS (Shared),jpe1,6,b71c17cd-fb9d-569b-91ad-b2b49b2b320d,SID for PCC 10913TCJ01 Rakuten Symphony SG_IMPD(ex-3289 [LIPD] Link - Rakuten Mobile),002428,RWASP Redis Service,,
003472,REDISaaS (Shared),jpe2,12,b7c263d1-9068-596a-951d-586953f50da0,Point Business Management System(PBMS),002428,RWASP Redis Service,,
001945,REDISaaS (Shared),jpe2,12,b8d09f20-0f50-5a54-9745-abb63f6b1414,Furusato Tax,002428,RWASP Redis Service,,
002124,Redis Baremetal Host (old generation),jpe1,6,ba5f7476-b60b-5023-a15e-3aba22ea664b,[RMSxt]Mall,002428,RWASP Redis Service,,
002124,Redis Baremetal Host (old generation),jpe2,2,ba5f7476-b60b-5023-a15e-3aba22ea664b,[RMSxt]Mall,002428,RWASP Redis Service,,
002124,REDISaaS (Shared),jpe1,6,ba5f7476-b60b-5023-a15e-3aba22ea664b,[RMSxt]Mall,002428,RWASP Redis Service,,
003209,REDISaaS (Shared),jpe2,18,bdbbd84a-afdd-5f95-9abb-965d6697f433,Video Marketplace,002428,RWASP Redis Service,,
003209,REDISaaS (Shared),jpw1,18,bdbbd84a-afdd-5f95-9abb-965d6697f433,Video Marketplace,002428,RWASP Redis Service,,
007914,REDISaaS (Shared),jpe2,12,be114c20-6382-5e9e-bad5-cbbfe7ff4d75,Rakuten PLAY,002428,RWASP Redis Service,,
001029,REDISaaS (Shared),jpe2,12,be96862a-6cb2-5d0c-a652-6dd11978f33b,Point Partner Program,002428,RWASP Redis Service,,
004491,REDISaaS (Shared),jpc1,6,be96d4ab-8347-5b3c-8b40-9bdfc2301585,Coupon Platform BCP (IPSG)(Subsidiary Capitalizable),002428,RWASP Redis Service,,
004491,REDISaaS (Shared),jpe1,12,be96d4ab-8347-5b3c-8b40-9bdfc2301585,Coupon Platform BCP (IPSG)(Subsidiary Capitalizable),002428,RWASP Redis Service,,
004491,REDISaaS (Shared),jpe2,24,be96d4ab-8347-5b3c-8b40-9bdfc2301585,Coupon Platform BCP (IPSG)(Subsidiary Capitalizable),002428,RWASP Redis Service,,
001608,REDISaaS (Shared),jpe2,12,bfc26e13-3966-5e92-8c8b-9d4593198969,[Rakuten Magazine] Mobile Apps,002428,RWASP Redis Service,,
003201,REDISaaS (Shared),jpe2,12,c40f393d-11f9-5080-9b2f-9d1ed8630a86,Conv AI - MarkUp (Subsidiary Capitalizable),002428,RWASP Redis Service,,
000398,Redis Baremetal Host,jpe2,3,c463c128-1539-5fba-843b-2eaafc70c61a,MP Mail de Point,002428,RWASP Redis Service,,
000398,Redis Baremetal Host (old generation),jpe2,3,c463c128-1539-5fba-843b-2eaafc70c61a,MP Mail de Point,002428,RWASP Redis Service,,
000398,REDISaaS (Shared),jpe2,12,c463c128-1539-5fba-843b-2eaafc70c61a,MP Mail de Point,002428,RWASP Redis Service,,
000398,REDISaaS (Shared),jpw2,6,c463c128-1539-5fba-843b-2eaafc70c61a,MP Mail de Point,002428,RWASP Redis Service,,
002008,Redis Baremetal Host (old generation),jpe1,6,c4e7e758-6430-5402-b779-0cc625b40979,[RMSx]Shipping Calculation API,002428,RWASP Redis Service,,
002008,Redis Baremetal Host (old generation),jpe2,1,c4e7e758-6430-5402-b779-0cc625b40979,[RMSx]Shipping Calculation API,002428,RWASP Redis Service,,
002008,REDISaaS (Shared),jpe1,12,c4e7e758-6430-5402-b779-0cc625b40979,[RMSx]Shipping Calculation API,002428,RWASP Redis Service,,
002008,REDISaaS (Shared),jpe2,12,c4e7e758-6430-5402-b779-0cc625b40979,[RMSx]Shipping Calculation API,002428,RWASP Redis Service,,
002008,REDISaaS (Shared),jpw1,12,c4e7e758-6430-5402-b779-0cc625b40979,[RMSx]Shipping Calculation API,002428,RWASP Redis Service,,
003512,REDISaaS (Shared),jpe2,12,c7c5b72c-c17b-5482-9653-8e35fb6b9830,RMC - Web CX,002428,RWASP Redis Service,,
003512,REDISaaS Dedicated Basic(BM),jpe2,3,c7c5b72c-c17b-5482-9653-8e35fb6b9830,RMC - Web CX,002428,RWASP Redis Service,,
003512,REDISaaS Dedicated Basic(BM),jpw2,3,c7c5b72c-c17b-5482-9653-8e35fb6b9830,RMC - Web CX,002428,RWASP Redis Service,,
000162,Redis Baremetal Host,jpe2,6,c903e256-330b-5d87-8863-d74ce48e1827,R-Shop,002428,RWASP Redis Service,,
000162,Redis Baremetal Host (old generation),jpe2,3,c903e256-330b-5d87-8863-d74ce48e1827,R-Shop,002428,RWASP Redis Service,,
000162,REDISaaS (Shared),jpe2,30,c903e256-330b-5d87-8863-d74ce48e1827,R-Shop,002428,RWASP Redis Service,,
003188,REDISaaS (Shared),jpe2,12,cc96425c-09e6-5ef5-a6ce-3eb65a7a5943,B2B Communication Platform,002428,RWASP Redis Service,,
007882,REDISaaS (Shared),jpe2,12,cd3dc59a-881c-5081-be68-e6970a8e58d2,DeepQA Infra and SW - SG,002428,RWASP Redis Service,,
007882,REDISaaS (Shared),jpw1,6,cd3dc59a-881c-5081-be68-e6970a8e58d2,DeepQA Infra and SW - SG,002428,RWASP Redis Service,,
002471,Redis Baremetal Host (old generation),jpe2,3,cd6fe5e5-8e0d-5393-b8e4-d4a9c8592c83,R-Messe,002428,RWASP Redis Service,,
000803,REDISaaS (Shared),jpe2,30,d3db6287-9c5f-58c7-8a87-4de654c5cd9d,BOOKS step,002428,RWASP Redis Service,,
002370,REDISaaS (Shared),jpc1,6,dc002379-44a3-5e4a-a019-26f0e2e56277,First Party Rakuten Bic,002428,RWASP Redis Service,,
002370,REDISaaS (Shared),jpe2,12,dc002379-44a3-5e4a-a019-26f0e2e56277,First Party Rakuten Bic,002428,RWASP Redis Service,,
004738,REDISaaS (Shared),jpe2,6,dd47c650-d631-5a02-8a4b-7050c2a1b5c4,(For Cost Aggregation) R Translate,002428,RWASP Redis Service,,
008137,REDISaaS (Shared),jpe2,6,ddf4badc-5bed-5f71-8281-626aab4a1e31,RMS AI Chat,002428,RWASP Redis Service,,
001705,REDISaaS (Shared),jpe2,18,dfa1d0ef-de96-5120-abd2-0fe5fc133140,Super Event Master,002428,RWASP Redis Service,,
001989,REDISaaS (Shared),jpe2,12,dffce7ff-c51c-5bfd-988a-65bc326c7001,[Tech Training] Training Administration,002428,RWASP Redis Service,,
000073,REDISaaS (Shared),jpe2,6,e02b4ed5-60f6-5f09-8b36-fd45a4c89a18,SUSUMERU Platform,002428,RWASP Redis Service,,
000073,REDISaaS (Shared),jpw1,6,e02b4ed5-60f6-5f09-8b36-fd45a4c89a18,SUSUMERU Platform,002428,RWASP Redis Service,,
000021,REDISaaS (Shared),jpe2,18,e0d0c203-1d31-5300-b844-08b95d789a4e,RMS menu,002428,RWASP Redis Service,,
000751,REDISaaS (Shared),jpe2,12,e1b4c73f-c213-532f-8298-711dc514b86a,Ichiba DWH,002428,RWASP Redis Service,Account usage exceeds 12 month max abs diff,Please check if the change in usage is as expected.
002383,REDISaaS (Shared),jpe1,6,eec6112d-5c67-5cff-99b4-cdc96f71369a,First Party Rakuten Posa,002428,RWASP Redis Service,,
002383,REDISaaS (Shared),jpe2,12,eec6112d-5c67-5cff-99b4-cdc96f71369a,First Party Rakuten Posa,002428,RWASP Redis Service,,
004233,REDISaaS (Shared),jpe2,24,ef551013-b195-543a-8f2f-269b886b1158,TiDi for RSN,002428,RWASP Redis Service,,
002324,REDISaaS (Shared),jpe2,42,f22d448d-1796-59a3-82b1-b8bf38bffb31,NBA Distribution,002428,RWASP Redis Service,,
002324,REDISaaS (Shared),jpw1,60,f22d448d-1796-59a3-82b1-b8bf38bffb31,NBA Distribution,002428,RWASP Redis Service,,
004661,REDISaaS (Shared),jpe2,6,f26a08cf-9ca3-5e83-b60b-b8a38a5f2846,Order Creation API,002428,RWASP Redis Service,,
004661,REDISaaS Dedicated Basic(BM),jpe2,24,f26a08cf-9ca3-5e83-b60b-b8a38a5f2846,Order Creation API,002428,RWASP Redis Service,,
003820,REDISaaS (Shared),jpe2,18,f2a4b23d-ca8c-5c13-928d-92c890a0a6c8,Customer Support ChatBot,002428,RWASP Redis Service,,
007922,REDISaaS (Shared),jpe2,12,f3b0a2da-5700-5d91-b2cb-90d27e12cf2d,CMS for Local TV Station(Subsidiary Capitalizable),002428,RWASP Redis Service,,
004681,REDISaaS (Shared),jpe2,12,f4c615e4-e118-5ae1-b9fd-ee6b93e948b8,SOK Questionnaire Platform,002428,RWASP Redis Service,,
001147,REDISaaS (Shared),jpe2,6,f5ae3cf1-8580-5327-816a-93419edce9b6,Rakuten Car Inspection,002428,RWASP Redis Service,,
000717,REDISaaS (Shared),jpe2,12,f781d2b5-bc45-58ad-8e75-27c04f874a3c,Ichiba AO Application,002428,RWASP Redis Service,,
002174,Redis Baremetal Host (old generation),jpe1,3,fab89b19-0190-5c83-b584-d900e3fcb95b,[RMSxt]API,002428,RWASP Redis Service,,
002174,REDISaaS (Shared),jpe1,6,fab89b19-0190-5c83-b584-d900e3fcb95b,[RMSxt]API,002428,RWASP Redis Service,,
000845,Redis Baremetal Host,jpe2,3,fcaeff7c-6f3c-5ffc-972f-8d2f676e10c8,r-coupon,002428,RWASP Redis Service,,
000845,REDISaaS (Shared),jpe2,36,fcaeff7c-6f3c-5ffc-972f-8d2f676e10c8,r-coupon,002428,RWASP Redis Service,,
001779,Redis Baremetal Host,jpe2,84,fd20f48b-5a75-576b-9fe5-c5fa560baa22,EC Shopper Gateway,002428,RWASP Redis Service,,
001779,Redis Baremetal Host (old generation),jpe1,3,fd20f48b-5a75-576b-9fe5-c5fa560baa22,EC Shopper Gateway,002428,RWASP Redis Service,,
001779,Redis Baremetal Host (old generation),jpe2,13,fd20f48b-5a75-576b-9fe5-c5fa560baa22,EC Shopper Gateway,002428,RWASP Redis Service,,
